"nm0001731","tt0765010","Hank Cahill"
"nm0001731","tt1935179","Tom"
"nm0001737","tt0133240","B.E.N."
"nm0001737","tt5664684","Wilbur Turnblad"
"nm0001744","tt0265086","McKnight"
"nm0001745","tt1568346","Martin Vanger"
"nm0001747","tt0419909","Barnes"
"nm0001749","tt0241527","Professor McGonagall"
"nm0001749","tt0280707","Constance Trentham"
"nm0001749","tt1412386","Muriel Donnelly"
"nm0001758","tt0408236","Beadle"
"nm0001767","tt0463998","Margaret Campbell"
"nm0001767","tt0482552","Mother"
"nm0001767","tt3169706","Hefina"
"nm0001772","tt0120903","Professor Charles Xavier"
"nm0001772","tt0290334","Professor Charles Xavier"
"nm0001772","tt1449175","Claudius"
"nm0001772","tt1449175","Ghost"
"nm0001772","tt1877832","Professor X"
"nm0001772","tt3315342","Charles"
"nm0001772","tt4062536","Darcy"
"nm0001773","tt0275847","Jumba"
"nm0001774","tt0212338","Greg Focker"
"nm0001774","tt0265666","Chas Tenenbaum"
"nm0001774","tt0359950","Walter Mitty"
"nm0001774","tt0942385","Tugg Speedman - Hot LZ"
"nm0001778","tt0372588","Chris"
"nm0001778","tt0372588","Danny Glover"
"nm0001778","tt0372588","George Clooney"
"nm0001778","tt2076781","Self"
"nm0001780","tt0168629","Jeff"
"nm0001787","tt0345950","King Neptune"
"nm0001787","tt1606392","Stephen Vigman"
"nm0001787","tt4686844","Georgy Malenkov"
"nm0001803","tt0462322","Machete (segment ""Planet Terror"")"
"nm0001804","tt0266425","Adolf Eichmann"
"nm0001804","tt0362227","Frank Dixon"
"nm0001804","tt1135503","Paul Child"
"nm0001804","tt1392170","Caesar Flickerman"
"nm0001804","tt1615147","Eric Dale"
"nm0001806","tt0190590","Pete Hogwallop"
"nm0001808","tt0121164","Hildegarde"
"nm0001808","tt0121164","Nell Van Dort"
"nm0001823","tt0379217","Tom (segment ""Somewhere in California"")"
"nm0001823","tt0477139","Kneller"
"nm0001828","tt0289879","Andrea"
"nm0001829","tt0219224","Moira Davidson"
"nm0001831","tt0273656","Captain James Sawyer"
"nm0001831","tt0273657","Captain James Sawyer"
"nm0001831","tt0765458","Lord Downey"
"nm0001833","tt0121164","Victoria Everglot"
"nm0001833","tt0238380","Mary O'Brien"
"nm0001833","tt0272338","Lena Leonard"
"nm0001833","tt0816442","Rosa Hubermann"
"nm0001833","tt1568911","Rose Narracott"
"nm0001838","tt0215750","Tania Chernova"
"nm0001838","tt0313542","Marlee"
"nm0001838","tt0360486","Angela Dodson"
"nm0001838","tt0360486","Isabel Dodson"
"nm0001838","tt0387131","Tessa Quayle"
"nm0001838","tt0414993","Isabel Creo"
"nm0001838","tt0832266","Summer Hartley"
"nm0001838","tt1186830","Hypatia"
"nm0001838","tt2547584","Hannah Roennfeldt"
"nm0001838","tt3312830","Lena Ballinger"
"nm0001838","tt3464902","Short Sighted Woman"
"nm0001838","tt5083738","Lady Sarah"
"nm0001845","tt0183649","Captain Ramey"
"nm0001845","tt0427309","Dr. James Farmer Sr."
"nm0001845","tt0455590","Idi Amin"
"nm0001845","tt1327773","Cecil Gaines"
"nm0001845","tt1798684","Tick Wills"
"nm0001845","tt2543164","Colonel Weber"
"nm0001848","tt0277027","Annie"
"nm0001851","tt0499260","Hattie Dorsett"
"nm0001852","tt1292594","Norman Cohen"
"nm0001856","tt0780521","Eudora"
"nm0001856","tt1020072","Annie Lee Cooper"
"nm0001856","tt1327773","Gloria Gaines"
"nm0001857","tt1327788","Uncle Ralph Kendall"
"nm0001858","tt0296251","Ginny"
"nm0001858","tt0406046","Martha"
"nm0001858","tt2431286","Mary"
"nm0001864","tt0235376","Buck"
"nm0001872","tt0462504","Duane"
"nm0001872","tt0790636","Tucker"
"nm0001872","tt3450958","Bad Ape"
"nm0001876","tt0181865","Helena Ayala"
"nm0001876","tt0299658","Velma Kelly"
"nm0001876","tt0362227","Amelia Warren"
"nm0001876","tt2053463","Dr. Victoria Siebert"
"nm0001884","tt0181689","Director Lamar Burgess"
"nm0001938","tt0226771","Det. John Munch (NYPD)"
"nm0001951","tt0168629","Selma Jezkova"
"nm0001953","tt0250258","Tarek Fahd Nr. 77"
"nm0001960","tt0428803","La mère"
"nm0001971","tt0795368","Justin"
"nm0001971","tt2763304","Spud"
"nm0001974","tt1478841","Self - Narrator"
"nm0001975","tt0133240","Mr. Arrow"
"nm0001989","tt0220608","Madeleine"
"nm0001993","tt0237534","Jean-François"
"nm0001993","tt0290673","Marcus"
"nm0001993","tt0947798","The Gentleman"
"nm0001993","tt0947798","Thomas Leroy"
"nm0002006","tt0375063","Jack"
"nm0002006","tt1389137","Duncan Mee"
"nm0002065","tt0236285","Emilia"
"nm0002071","tt0302886","Frank"
"nm0002071","tt0357413","Ron Burgundy"
"nm0002071","tt0420223","Harold Crick"
"nm0002071","tt1001526","Megamind"
"nm0002071","tt1490017","Lord Business"
"nm0002071","tt1490017","President Business"
"nm0002071","tt1490017","The Man Upstairs"
"nm0002077","tt0381131","Charlie Whelan"
"nm0002084","tt0408056","Police Ombudsman Nuala O'Loan"
"nm0002091","tt0218505","Lyndon Johnson"
"nm0002091","tt0280707","William McCordle"
"nm0002091","tt0375912","Eddie Temple"
"nm0002091","tt0417741","Professor Albus Dumbledore"
"nm0002091","tt1201607","Professor Albus Dumbledore"
"nm0002103","tt0332452","Triopas"
"nm0002253","tt4276820","Mac McDonald"
"nm0002332","tt4160708","The Blind Man"
"nm0002536","tt0293508","Christine"
"nm0002536","tt0327056","Katie Markum"
"nm0002565","tt0986233","Raymond's Wife"
"nm0002663","tt0289652","Regina Van Praagh"
"nm0002663","tt0395565","Louela Lawson"
"nm0002663","tt0412080","Ada"
"nm0002907","tt1527186","Michael"
"nm0003067","tt0210628","Col. John Glover"
"nm0003069","tt1860357","O'Bryan"
"nm0003547","tt1977894","Self"
"nm0004051","tt0298130","Richard Morgan"
"nm0004051","tt0372183","Ward Abbott"
"nm0004133","tt8168186","La mère de Nathan"
"nm0004266","tt0416508","Jane Austen"
"nm0004266","tt0816692","Brand"
"nm0004266","tt1345836","Selina"
"nm0004266","tt1563738","Emma"
"nm0004266","tt1707386","Fantine"
"nm0004266","tt2361509","Jules"
"nm0004286","tt0379725","Perry Smith"
"nm0004335","tt1562872","Arjun Saluja"
"nm0004371","tt4688366","Al Robbins"
"nm0004376","tt0221027","Barbara Buckley"
"nm0004376","tt0258463","Marie"
"nm0004376","tt0372183","Marie"
"nm0004418","tt1188996","Mandira Khan"
"nm0004423","tt0338013","Train Conductor"
"nm0004462","tt1602620","Georges"
"nm0004486","tt0363163","Adolf Hitler"
"nm0004486","tt0976051","Professor Rohl"
"nm0004518","tt3895884","David Copperfield"
"nm0004569","tt0374887","Murli Prasad 'Munna Bhai' Sharma"
"nm0004569","tt2338151","Bhairon Singh"
"nm0004570","tt0374887","Shri Hari Prasad Sharma"
"nm0004626","tt3863552","Rasika"
"nm0004650","tt0256009","Carmen"
"nm0004650","tt1189073","Marilia"
"nm0004692","tt6268052","Paul Halloran"
"nm0004695","tt0401792","Nancy"
"nm0004715","tt0477139","Messiah"
"nm0004715","tt1490017","Batman"
"nm0004715","tt1490017","Bruce Wayne"
"nm0004715","tt1568921","Pod"
"nm0004715","tt3345310","Self"
"nm0004715","tt4116284","Batman"
"nm0004715","tt4116284","Bruce Wayne"
"nm0004738","tt1105729","Cassandra Nightingale"
"nm0004738","tt1312251","Cassandra Nightingale"
"nm0004738","tt1560779","Cassandra Nightingale"
"nm0004738","tt1874757","Cassandra Nightingale"
"nm0004738","tt2273004","Cassandra Nightingale"
"nm0004738","tt2273024","Cassandra Nightingale"
"nm0004738","tt3197176","Cassandra Nightingale"
"nm0004742","tt0399146","Edie Stall"
"nm0004742","tt0427944","Polly Bailey"
"nm0004746","tt7521040","Self"
"nm0004748","tt0462499","Sarah"
"nm0004753","tt1197624","Sarah Lowell"
"nm0004754","tt0443543","Sophie"
"nm0004755","tt0397313","Charlie Cooper"
"nm0004757","tt0411477","Liz Sherman"
"nm0004778","tt0253474","Wladyslaw Szpilman"
"nm0004778","tt0360717","Jack Driscoll"
"nm0004778","tt0366627","Jack Starks"
"nm0004778","tt0838221","Peter"
"nm0004778","tt1683526","Henry Barthes"
"nm0004778","tt2278388","Dmitri"
"nm0004786","tt1327788","Jennifer Cullen"
"nm0004787","tt0200465","Martine Love"
"nm0004789","tt1282140","Marianne"
"nm0004797","tt0780521","Prince Naveen"
"nm0004802","tt0456554","Samantha"
"nm0004802","tt4276820","Joan Smith"
"nm0004802","tt6966692","Dolores"
"nm0004813","tt0389074","Rufus"
"nm0004813","tt0446724","Rufus"
"nm0004813","tt0462538","Bart Simpson"
"nm0004813","tt0462538","Maggie Simpson"
"nm0004813","tt0462538","Ralph Wiggum"
"nm0004821","tt0214698","Jerome 'Curly' Howard"
"nm0004829","tt0217869","Joseph Dunn"
"nm0004840","tt6874964","King Herod"
"nm0004847","tt0235376","Self - Host"
"nm0004851","tt0221027","Mirtha Jung"
"nm0004851","tt0441909","Raimunda"
"nm0004874","tt0134847","Richard B. Riddick"
"nm0004874","tt1596343","Dominic Toretto"
"nm0004874","tt1905041","Dominic Toretto"
"nm0004874","tt2015381","Groot"
"nm0004874","tt2820852","Dominic Toretto"
"nm0004874","tt3896198","Baby Groot"
"nm0004875","tt0238380","Brandt"
"nm0004875","tt0299658","Bandleader"
"nm0004896","tt0298203","Jimmy 'B-Rabbit' Smith"
"nm0004920","tt0315983","Connie Walsh"
"nm0004936","tt0381849","Charlie Prince"
"nm0004936","tt1091191","Matt 'Axe' Axelson"
"nm0004936","tt2582782","Tanner Howard"
"nm0004937","tt0350258","Ray Charles"
"nm0004937","tt0369339","Max"
"nm0004937","tt0418763","Staff Sgt. Sykes"
"nm0004937","tt0431197","Ronald Fleury"
"nm0004937","tt1197624","Nick Rice"
"nm0004937","tt1853728","Django"
"nm0004949","tt0324013","Barry Winchell"
"nm0004950","tt0431197","Janet Mayes"
"nm0004950","tt0467406","Vanessa Loring"
"nm0004950","tt0790636","Eve"
"nm0004950","tt5164432","Emily"
"nm0004951","tt0382932","Gusteau"
"nm0004999","tt0324013","Justin Fisher"
"nm0005003","tt0825232","Thomas"
"nm0005009","tt0166924","Camilla Rhodes"
"nm0005009","tt0166924","Rita"
"nm0005013","tt0146882","Laura"
"nm0005017","tt2404425","Pam Schoenberg"
"nm0005023","tt0360486","Midnite"
"nm0005023","tt0450259","Solomon Vandy"
"nm0005024","tt0371746","Rhodey"
"nm0005024","tt0426931","Richard Jeffries"
"nm0005028","tt0181875","Penny Lane"
"nm0005029","tt6269192","Jake"
"nm0005033","tt1386932","Master Hung Chun-Nam"
"nm0005042","tt0187393","Col. William Tavington"
"nm0005048","tt0250934","Mickey Mantle"
"nm0005048","tt0884328","David Drayton"
"nm0005049","tt1176740","Lily"
"nm0005049","tt1727388","Betty"
"nm0005049","tt5580036","LaVona"
"nm0005059","tt1566591","Self"
"nm0005064","tt0402348","Missie Davis"
"nm0005065","tt9046564","Self"
"nm0005085","tt3145422","David"
"nm0005093","tt0350258","Margie Hendricks"
"nm0005093","tt3386954","Natalie Hawkins"
"nm0005105","tt10324166","Jacqueline White"
"nm0005109","tt0800039","Rachel Jansen"
"nm0005109","tt0947798","Lily"
"nm0005109","tt0947798","The Black Swan"
"nm0005110","tt0289879","Evan"
"nm0005132","tt0187393","Gabriel Martin"
"nm0005132","tt0355702","Skip"
"nm0005132","tt0388795","Ennis Del Mar"
"nm0005132","tt0468569","Joker"
"nm0005134","tt0317705","Buddy Pine"
"nm0005134","tt0317705","Syndrome"
"nm0005152","tt1753383","Adult Hannah"
"nm0005154","tt0425210","Lindsey"
"nm0005154","tt1265998","Sio"
"nm0005154","tt1683526","Dr. Doris Parker"
"nm0005170","tt0307987","Gin"
"nm0005175","tt0815241","Self"
"nm0005188","tt0461770","Prince Edward"
"nm0005203","tt0272152","Rachel Powell"
"nm0005210","tt0878804","Sean Tuohy"
"nm0005212","tt0120737","Gandalf"
"nm0005212","tt0120903","Eric Lensherr"
"nm0005212","tt0120903","Magneto"
"nm0005212","tt0167260","Gandalf"
"nm0005212","tt0167261","Gandalf"
"nm0005212","tt0290334","Eric Lehnsherr"
"nm0005212","tt0290334","Magneto"
"nm0005212","tt0486655","Narrator"
"nm0005212","tt0903624","Gandalf"
"nm0005212","tt1170358","Gandalf"
"nm0005212","tt1877832","Magneto"
"nm0005212","tt2310332","Gandalf"
"nm0005216","tt2674426","Camilla Traynor"
"nm0005226","tt7668870","Detective Vick"
"nm0005251","tt0209144","Natalie"
"nm0005251","tt0234215","Trinity"
"nm0005251","tt0241303","Caroline Clairmont"
"nm0005251","tt0914863","Agent Helen Brody"
"nm0005253","tt1051906","Cecilia Kass"
"nm0005253","tt4995790","Anne"
"nm0005254","tt0389074","Wade"
"nm0005254","tt0446724","Wade"
"nm0005256","tt0343818","Susan Calvin"
"nm0005256","tt0399295","Ava Fontaine"
"nm0005261","tt0298203","Alex"
"nm0005265","tt7860890","Self - Comedian"
"nm0005266","tt0317705","Bob Parr"
"nm0005266","tt0317705","Mr. Incredible"
"nm0005266","tt3606756","Bob Parr"
"nm0005266","tt3606756","Mr. Incredible"
"nm0005273","tt2937898","Peter Forente"
"nm0005286","tt0212720","David"
"nm0005286","tt0223897","Trevor McKinney"
"nm0005286","tt0327137","Walter"
"nm0005295","tt0372588","Gary Johnston"
"nm0005295","tt0372588","Joe"
"nm0005295","tt0372588","Kim Jong Il"
"nm0005295","tt2076781","Self"
"nm0005299","tt1708658","Beth Marks"
"nm0005299","tt2402927","Abby Gerhard"
"nm0005299","tt6294822","Tony Bradlee"
"nm0005315","tt0302886","Pritchard"
"nm0005349","tt1710573","Thelma Gleffey"
"nm0005349","tt2004262","Thelma Gleffey"
"nm0005349","tt4505830","Thelma Gleffey"
"nm0005351","tt0481499","Guy"
"nm0005351","tt0832266","Will Hayes"
"nm0005351","tt1431045","Deadpool"
"nm0005351","tt1431045","Wade"
"nm0005351","tt1462758","Paul Conroy"
"nm0005351","tt2404425","Randy Schoenberg"
"nm0005351","tt5463162","Deadpool"
"nm0005351","tt5463162","Voice of Juggernaut"
"nm0005351","tt5463162","Wade Wilson"
"nm0005352","tt1825918","Additional Voices"
"nm0005352","tt1825918","Linda Flynn-Fletcher"
"nm0005352","tt1825918","Linda-2"
"nm0005373","tt9046564","Self"
"nm0005377","tt0270288","Chuck Barris"
"nm0005377","tt0325805","Frank Mercer"
"nm0005377","tt0780511","Robert"
"nm0005377","tt0870111","James Reston, Jr."
"nm0005377","tt1182345","Sam Bell"
"nm0005377","tt1931533","Billy"
"nm0005377","tt5027774","Dixon"
"nm0005377","tt6266538","George W. Bush"
"nm0005380","tt0268380","Manfred"
"nm0005380","tt5462602","Terry"
"nm0005392","tt0406046","Olivia 'Livy' Dunne-Singleton"
"nm0005392","tt0426931","Lyla Novacek"
"nm0005392","tt2103281","Ellie"
"nm0005401","tt0287535","Maj. Charles White Whittlesey"
"nm0005401","tt4767274","Robert Lee Parton"
"nm0005403","tt0432283","Ash"
"nm0005403","tt0838221","Jack"
"nm0005403","tt4729430","Jesper"
"nm0005420","tt1077258","Dr. Dakota Block"
"nm0005424","tt10345008","Tom"
"nm0005442","tt0289879","Kayleigh"
"nm0005447","tt0250798","Tosia Altman"
"nm0005450","tt0120917","Kuzco"
"nm0005454","tt0320691","Michael"
"nm0005458","tt0200465","Terry Leather"
"nm0005458","tt0208092","Turkish"
"nm0005458","tt2820852","Deckard Shaw"
"nm0005458","tt3079380","Rick Ford"
"nm0005460","tt0289652","Detective Karen Condrin"
"nm0005466","tt0440963","Nicky Parsons"
"nm0005476","tt0278504","Ellie Burr"
"nm0005476","tt0338139","Alice Paul"
"nm0005476","tt0405159","Maggie Fitzgerald"
"nm0005476","tt0431308","Holly"
"nm0005476","tt0463998","Erin Gruwell"
"nm0005493","tt1285016","Sean Parker"
"nm0005513","tt2380307","Mamá Imelda"
"nm0005517","tt0386792","Clara Thomas"
"nm0005536","tt9046564","Self"
"nm0005541","tt0180093","Tyrone C. Love"
"nm0005561","tt0302886","Mitch"
"nm0005562","tt0317219","Lightning McQueen"
"nm0005562","tt0362270","Ned Plimpton"
"nm0005562","tt0822832","John"
"nm0005562","tt0838221","Francis"
"nm0005562","tt1605783","Gil"
"nm0005562","tt2543472","Nate"
"nm0005569","tt0250425","Wanda Dean"
"nm0005569","tt0272152","Dr. Claudia Villars"
"nm0005579","tt0389074","Kim Possible"
"nm0005579","tt0446724","Kim Possible"
"nm0006190","tt1977894","Self"
"nm0006689","tt0292490","Shalini"
"nm0006689","tt0347304","Naina Catherine Kapur"
"nm0006795","tt3863552","Bajrangi Bhaijaan"
"nm0006795","tt3863552","Pawan Kumar Chaturvedi"
"nm0006888","tt2401878","Everyone else"
"nm0006958","tt0478134","Mike Deerfield"
"nm0006969","tt0329575","Marcela Howard"
"nm0006969","tt0445990","Janet"
"nm0006969","tt1458175","Lara Brennan"
"nm0006969","tt1490017","Lucy"
"nm0006969","tt1490017","Wyldstyle"
"nm0007102","tt0242519","Anuradha Shivshankar Panikar"
"nm0007102","tt0454876","Gita Patel"
"nm0007102","tt4430212","I.G. Meera Deshmukh"
"nm0007102","tt8108198","Simi"
"nm0007184","tt0383053","Brock"
"nm0007184","tt0383053","Mole"
"nm0007210","tt0498360","Hasty Hathaway"
"nm0009969","tt0499516","Self - Imagimovie Expert"
"nm0010075","tt4074772","Self"
"nm0010736","tt0461770","Giselle"
"nm0010736","tt0472062","Bonnie Bach"
"nm0010736","tt0770828","Lois Lane"
"nm0010736","tt0918927","Sister James"
"nm0010736","tt0964517","Charlene Fleming"
"nm0010736","tt1126590","Margaret Keane"
"nm0010736","tt1135503","Julie Powell"
"nm0010736","tt1204342","Mary"
"nm0010736","tt1560747","Peggy Dodd"
"nm0010736","tt1798709","Amy"
"nm0010736","tt1800241","Sydney Prosser"
"nm0010736","tt2543164","Louise Banks"
"nm0010736","tt4550098","Susan Morrow"
"nm0010736","tt6266538","Lynne Cheney"
"nm0011038","tt0431420","Brianna Lincoln"
"nm0011451","tt1341167","Alex"
"nm0011478","tt0245844","Maurice"
"nm0012121","tt6172460","Bev Bighead"
"nm0012121","tt6172460","Ed Bighead"
"nm0012121","tt6172460","Mr. Dupette"
"nm0012523","tt2245084","Baymax"
"nm0013166","tt2076781","Self"
"nm0014062","tt0299478","Henrik"
"nm0014582","tt0257044","Peter Sullivan"
"nm0015196","tt0409459","Laurie Jupiter"
"nm0015196","tt0409459","Silk Spectre II"
"nm0016141","tt6172460","Leon"
"nm0016141","tt6172460","Rocko"
"nm0016141","tt6172460","Spunky"
"nm0016852","tt0396171","Court Official"
"nm0017651","tt1019454","Charlie Fitts"
"nm0018515","tt0411477","Bethmoora Goblin"
"nm0018515","tt0411477","Johann Krauss"
"nm0018552","tt10090796","Self"
"nm0021778","tt0188350","Ali"
"nm0021826","tt1282052","Self"
"nm0022285","tt3591568","Self"
"nm0022883","tt0325805","Dr. Klein"
"nm0023832","tt0401383","Jean-Do"
"nm0023832","tt2278388","Serge X."
"nm0024404","tt1346983","Leah Lever"
"nm0024725","tt0412366","Mr. O'Malley"
"nm0025745","tt1189073","Vera Cruz"
"nm0026285","tt0395565","Tommy"
"nm0026687","tt1282052","Self"
"nm0026879","tt0424345","Randal"
"nm0027683","tt0276919","Gloria"
"nm0027800","tt1216487","Nils Bjurman"
"nm0028690","tt0272338","Operator Carter"
"nm0030417","tt2013293","Jirô Horikoshi"
"nm0031976","tt7860890","Self"
"nm0032219","tt2443936","Self"
"nm0034154","tt7901640","Ans"
"nm0034309","tt0285627","Charles 'Upchuck' Ruttheimer III"
"nm0034309","tt1022603","McKenzie"
"nm0034390","tt1235166","César Luciani"
"nm0035488","tt3895884","Edward Pudding"
"nm0035514","tt0903624","Thorin"
"nm0035514","tt1170358","Thorin"
"nm0035514","tt2310332","Thorin"
"nm0035630","tt2207658","Self"
"nm0036732","tt0412366","The Doctor"
"nm0036978","tt1282052","Self"
"nm0037410","tt0375679","Elizabeth"
"nm0037973","tt1173494","Ricard"
"nm0038355","tt0296042","Kakihara"
"nm0038355","tt0490215","Interpreter"
"nm0038918","tt0365748","Liz"
"nm0040472","tt0325710","Winchester Rep"
"nm0040586","tt0159365","Maddy"
"nm0040586","tt0243664","Evelyn 'E.M.' Ashford"
"nm0041003","tt1371711","Self - Presenter"
"nm0041411","tt0283474","Susan Henchard"
"nm0044073","tt1255953","Nawal Marwan"
"nm0045937","tt0243133","Frank"
"nm0046112","tt1282140","Woodchuck Todd"
"nm0046277","tt0310775","Yeong-mi Cha"
"nm0046277","tt0468492","Park Nam-Joo"
"nm0047962","tt0347149","Sofî"
"nm0048075","tt1954470","Sardar Khan"
"nm0048273","tt1019454","Chris Phelps"
"nm0049694","tt0473434","Self"
"nm0050959","tt1697851","Comandante Veracruz"
"nm0051397","tt0991178","Cpt. Lee 'Apollo' Adama"
"nm0051509","tt0265086","Hoot"
"nm0051509","tt0332452","Hector"
"nm0051509","tt0408306","Avner"
"nm0051509","tt0452694","Henry"
"nm0051509","tt0978762","Damien Popodopolous"
"nm0051903","tt4995790","Christian"
"nm0052186","tt9243946","Mike"
"nm0055297","tt0453446","Self"
"nm0056187","tt0443453","Borat"
"nm0057570","tt0383053","Big Lou"
"nm0057570","tt0383053","Don Barris"
"nm0057886","tt1282052","Self"
"nm0058294","tt0250440","Sam"
"nm0058581","tt1119646","Doug"
"nm0058799","tt5257726","Abner"
"nm0058799","tt5257726","Miles"
"nm0058799","tt5257726","Monkeyman"
"nm0058864","tt4552118","Dom Basaluzzo"
"nm0059431","tt0405159","Danger Barch"
"nm0059431","tt0892769","Hiccup"
"nm0059431","tt1646971","Hiccup"
"nm0059431","tt2386490","Hiccup"
"nm0059654","tt0475276","Todd Beamer"
"nm0060212","tt0473434","Self"
"nm0060420","tt0473434","Self"
"nm0060931","tt0166924","Irene"
"nm0061484","tt4901306","Peppe"
"nm0063165","tt0367501","Ray Woollard"
"nm0063440","tt0821638","Charles Eastman"
"nm0063947","tt1043903","Roger Hopkirk"
"nm0067367","tt1655442","Peppy Miller"
"nm0068260","tt0249462","Billy"
"nm0068260","tt0983193","Tintin"
"nm0068260","tt1034303","Asael Bielski"
"nm0068260","tt1229822","St John Rivers"
"nm0068260","tt1450321","Lennox"
"nm0068260","tt1706620","Edgar"
"nm0068260","tt2066051","Bernie Taupin"
"nm0068272","tt3591568","Self"
"nm0068338","tt0395565","Gracie Thompson"
"nm0068338","tt0404364","Mary Lane"
"nm0068338","tt0800039","Sarah Marshall"
"nm0068338","tt2294629","Anna"
"nm0070115","tt0214698","Moe Howard"
"nm0070810","tt4074772","Narrator"
"nm0071345","tt0340377","Henry Styles"
"nm0072344","tt0316356","Mose"
"nm0072344","tt1691338","Darth Vader"
"nm0072344","tt1691338","Owen Lars"
"nm0073177","tt7521040","Self"
"nm0074036","tt1691338","Board Man"
"nm0074036","tt1691338","Luke Skywalker"
"nm0075321","tt0250258","Robert Steinhoff Nr. 38"
"nm0075528","tt5362352","Self - Executive Producer: Arrow, The Flash, DC's Legends of Tomorrow"
"nm0075650","tt0428803","Le père"
"nm0075650","tt3716530","Richard"
"nm0075710","tt0372824","Headmaster Rachin"
"nm0075724","tt6739094","Dib"
"nm0076718","tt0166813","Sgt. Adams"
"nm0077397","tt0780536","Natalie"
"nm0078886","tt1691338","Carl the Stormtrooper"
"nm0078886","tt1691338","Jar Jar Binks"
"nm0079273","tt0276919","Tom Edison"
"nm0079273","tt0311113","Dr. Stephen Maturin, Surgeon"
"nm0079273","tt0962736","Lord Melbourne"
"nm0079273","tt1615147","Will Emerson"
"nm0080049","tt0386792","Vivien Thomas"
"nm0080049","tt0407936","The Bandleader"
"nm0080149","tt0347304","Jennifer Kapur"
"nm0081572","tt0352248","Max Baer"
"nm0081801","tt0460740","Ben Willis"
"nm0082517","tt0756683","Harry"
"nm0083399","tt1566591","Self"
"nm0083655","tt2582782","Alberto Parker"
"nm0085312","tt0146882","Barry Judd"
"nm0085312","tt0332379","Dewey Finn"
"nm0085312","tt0360717","Carl Denham"
"nm0085312","tt0441773","Po"
"nm0085312","tt0942385","Jeff Portnoy - Hot LZ"
"nm0085312","tt1302011","Po"
"nm0085312","tt2267968","Po"
"nm0085312","tt3298820","Dethklok's Original Manager"
"nm0085312","tt3298820","Fat Fan"
"nm0085400","tt2096673","Anger"
"nm0085407","tt0390022","Mike Winchell"
"nm0085407","tt0418763","Chris Kruger"
"nm0085483","tt2207658","Self"
"nm0086145","tt3345310","Self"
"nm0086301","tt2359024","Dwight"
"nm0086306","tt0381131","Ed Balls"
"nm0086697","tt1043903","Belinda Hopkirk"
"nm0086704","tt1125194","Warner Huntington III"
"nm0086865","tt0411291","Kathy"
"nm0087109","tt0499260","Sybil Dorset"
"nm0087109","tt1559025","Amy Roberts"
"nm0088763","tt9046574","Self"
"nm0088860","tt0375662","Tom"
"nm0089217","tt0120737","Legolas"
"nm0089217","tt0167260","Legolas"
"nm0089217","tt0167261","Legolas"
"nm0089217","tt0320661","Balian de Ibelin"
"nm0089217","tt0325980","Will Turner"
"nm0089217","tt0332452","Paris"
"nm0089217","tt0383574","Will Turner"
"nm0089217","tt0449088","Will Turner"
"nm0089217","tt5886510","Juju Pepe"
"nm0089456","tt6131636","Roy Cumberfield"
"nm0089710","tt2788526","Darksteel"
"nm0089710","tt2788526","Starscream"
"nm0090196","tt0759612","Talk Show Host"
"nm0090720","tt0338109","David"
"nm0092592","tt0375662","Pieter"
"nm0093589","tt3799694","John Boy"
"nm0095017","tt1109624","Henry Brown"
"nm0095017","tt4468740","Henry Brown"
"nm0095478","tt0209144","Burt"
"nm0095746","tt3000844","Shane McInerney"
"nm0097504","tt2443936","Self"
"nm0098378","tt3316960","Anna Howland-Jones"
"nm0100947","tt0411291","Nathan"
"nm0101227","tt0439856","Cory"
"nm0101710","tt0311113","Barrett Bonden, Coxswain"
"nm0102410","tt0188350","Louise"
"nm0102830","tt0473434","Self"
"nm0103038","tt0418689","Rene Gagnon"
"nm0103195","tt1289406","Leonard Attwell"
"nm0103195","tt2663812","William Hartnell"
"nm0103699","tt0800095","Lilly Summers"
"nm0103785","tt0333766","Andrew Largeman"
"nm0103797","tt0480249","Anna"
"nm0104476","tt0808482","Self"
"nm0104787","tt0395571","Arno Penzias"
"nm0105011","tt3298820","General Crozier"
"nm0105672","tt0226771","Frank Pembleton"
"nm0105672","tt0324013","Sergeant Carlos Diaz"
"nm0105672","tt0884328","Brent Norton"
"nm0107183","tt2866360","Mike"
"nm0108287","tt1596343","Mia"
"nm0108703","tt3170832","Old Nick"
"nm0108782","tt0285627","Professor Bill Woods"
"nm0109432","tt1173907","Self"
"nm0109773","tt0195685","Dr. Jaffe"
"nm0111274","tt0320691","Kraven"
"nm0111757","tt1605717","Jon's Mother"
"nm0111845","tt1178663","Boris' Friend"
"nm0112063","tt0274468","Alan"
"nm0112932","tt1398426","DJ Yella"
"nm0113595","tt1250777","Mr. Lizewski"
"nm0114532","tt0181536","Jamal"
"nm0114532","tt0393162","Kenyon Stone"
"nm0115092","tt0929864","Sheriff Zach Tyler"
"nm0117070","tt0296251","Tru"
"nm0117709","tt0301357","Alex"
"nm0117709","tt1979320","Niki Lauda"
"nm0117709","tt2404425","Hubertus Czernin"
"nm0117763","tt8228288","Baharat"
"nm0117911","tt2358891","Lello Cava"
"nm0117958","tt0473389","Snowden School Principal"
"nm0118059","tt9046556","Self"
"nm0118374","tt5886510","Joe Buck"
"nm0119633","tt1458175","Mick Brennan"
"nm0119993","tt0338290","Roy Sr. - Roy's Father"
"nm0120111","tt0367501","Mary"
"nm0120206","tt0266425","Maid"
"nm0120309","tt0345950","Fish #4"
"nm0120309","tt0345950","Squidward"
